"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
205,"mu_delta","delta",0.988,0.974259732405,0.960422405,0.818743332,1.179733435,-0.013740267595,0.013740267595,TRUE,1.00302175825703,863.367180557518,890.965708708412
205,"mu_eta","eta",-0.172,-0.121583508191604,-0.12182371,-0.205906372,-0.03563758215,0.050416491808396,0.050416491808396,TRUE,1.00039252805374,4467.65165857811,6341.24790626813
206,"mu_alpha","alpha",2.9,2.617856726275,2.6140548,2.3324841,2.918352515,-0.282143273725,0.282143273725,TRUE,1.00048509956691,6316.4914955435,7343.8216108893
206,"mu_beta","beta",0.808,0.7093636487375,0.707893895,0.622440917,0.801951137,-0.0986363512625,0.0986363512625,FALSE,1.00068541653387,6221.25285048901,7818.52412079895
206,"mu_lambda","lambda",0.0814,0.0923431780754167,0.0916055865,0.062292626,0.125556827,0.0109431780754167,0.0109431780754167,TRUE,1.00069726366456,3511.91889978763,5496.43892274654
206,"mu_delta","delta",0.988,1.02361554277083,1.0160912,0.8232522775,1.24875049,0.0356155427708333,0.0356155427708333,TRUE,1.00088267658651,3709.39555626319,4327.03874792911
206,"mu_eta","eta",-0.172,-0.222397341656233,-0.222655855,-0.3024558255,-0.141100943,-0.0503973416562334,0.0503973416562334,TRUE,1.00062979482473,4915.70344268069,7021.15019667315
207,"mu_alpha","alpha",4.21,4.1924360452,4.1878886,3.810872625,4.59217482,-0.0175639547999999,0.0175639547999999,TRUE,1.00120094259572,6574.24273884312,6774.2116569253
207,"mu_beta","beta",0.808,0.861243615135,0.859509925,0.7456265405,0.984606924,0.053243615135,0.053243615135,TRUE,1.00019026038967,4408.40096960492,7155.23048705842
207,"mu_lambda","lambda",0.0814,0.090554520996,0.090197926,0.0679463393,0.114259179,0.009154520996,0.009154520996,TRUE,1.0005847628471,3969.04331033539,5297.8069857962
207,"mu_delta","delta",0.988,1.0813654691375,1.0650377,0.870051772,1.353559255,0.0933654691375001,0.0933654691375001,TRUE,1.00401536867912,982.63569765893,1740.54988704637
207,"mu_eta","eta",-0.172,-0.198816720650067,-0.199002785,-0.27622785,-0.1231963835,-0.0268167206500667,0.0268167206500667,TRUE,1.00271741846021,3003.13798755768,4584.73689964773
208,"mu_alpha","alpha",1.62,1.50410219076333,1.5011849,1.27503781,1.74326402,-0.115897809236667,0.115897809236667,TRUE,1.00026336476269,6332.28906496344,7454.94150501557
208,"mu_beta","beta",0.284,0.233819936885823,0.23281158,0.139342674,0.3286094565,-0.0501800631141766,0.0501800631141766,TRUE,1.00099488103975,4531.28492906405,6614.52640614594
208,"mu_lambda","lambda",0.115,0.117094907815583,0.11642399,0.076279354,0.1608572775,0.00209490781558333,0.00209490781558333,TRUE,1.00050399236217,7094.37568834219,7860.0873979761
208,"mu_delta","delta",0.988,1.066403355545,1.06310815,0.8623033415,1.285149535,0.0784033555450001,0.0784033555450001,TRUE,1.00250629364582,3132.06488997949,5879.81719421333
208,"mu_eta","eta",-0.172,-0.263571553463759,-0.26444938,-0.4038123215,-0.116525086,-0.0915715534637592,0.0915715534637592,TRUE,1.00051832665278,6408.18415298101,8007.084286255
209,"mu_alpha","alpha",2.9,2.78870459594167,2.781991,2.50542264,3.09099233,-0.111295404058333,0.111295404058333,TRUE,1.00059323717896,6421.26933583494,7580.40497120813
209,"mu_beta","beta",0.284,0.271338565164833,0.27054834,0.178568546,0.3662585925,-0.0126614348351666,0.0126614348351666,TRUE,1.00052162450966,4510.2197038588,6520.64563219867
209,"mu_lambda","lambda",0.115,0.104177303089167,0.10396527,0.07808234045,0.1304734735,-0.0108226969108333,0.0108226969108333,TRUE,1.00028857526315,7543.03982406009,7758.54047377816
209,"mu_delta","delta",0.988,0.7823195704975,0.785605875,0.638951176,0.9118665775,-0.2056804295025,0.2056804295025,FALSE,1.00031960619875,5095.51111871819,6661.68724120873
209,"mu_eta","eta",-0.172,-0.135635155117586,-0.13527615,-0.217208934,-0.0550303623,0.0363648448824141,0.0363648448824141,TRUE,1.00009083924687,7315.30208496304,8084.53605855956
210,"mu_alpha","alpha",4.21,4.28496776599167,4.2803833,3.98262079,4.60814744,0.0749677659916665,0.0749677659916665,TRUE,1.00029880922727,11406.4620492856,9003.66767659499
210,"mu_beta","beta",0.284,0.241807873172917,0.241623895,0.170653127,0.3147118075,-0.0421921268270833,0.0421921268270833,TRUE,0.999982453535059,10059.6293970555,8096.24092946118
210,"mu_lambda","lambda",0.115,0.111025037164667,0.110290855,0.08060542075,0.143538411,-0.00397496283533334,0.00397496283533334,TRUE,1.00026181218433,4329.3785742174,6381.7501481269
210,"mu_delta","delta",0.988,0.9240901429375,0.91818195,0.796333905,1.073745805,-0.0639098570625,0.0639098570625,TRUE,1.0005768305326,4506.02651527976,5462.22592530361
