"k","variable","subject","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
7,"params[3,2]",3,"beta",0.796193375139032,0.795418510581667,0.789472975,0.5441057385,1.064730405,-0.000774864557364974,0.000774864557364974,TRUE,1.00005580315071,16388.505280265,10231.8617790328
7,"params[4,2]",4,"beta",0.486398067449999,0.524526196481583,0.520068975,0.3126514345,0.7527235825,0.0381281290315839,0.0381281290315839,TRUE,1.00018207366716,16894.511479219,10016.6181005931
7,"params[5,2]",5,"beta",0.609681074989,0.559579705674333,0.553960345,0.341224576,0.796701962,-0.0501013693146662,0.0501013693146662,TRUE,1.00009002730324,15805.4502612295,10081.5961909731
7,"params[6,2]",6,"beta",0.750495073806554,0.853105048075,0.84724899,0.593462998,1.134762385,0.102609974268446,0.102609974268446,TRUE,1.0000805964791,18267.7161931318,9771.64652638581
7,"params[7,2]",7,"beta",0.141715698795672,0.0838770286387279,0.08187091,-0.0567256816,0.2295893865,-0.0578386701569441,0.0578386701569441,TRUE,0.999902065471133,13687.2292481938,10452.0245169598
7,"params[8,2]",8,"beta",0.781906210496647,0.842678838790833,0.837627935,0.635272923,1.068848865,0.0607726282941864,0.0607726282941864,TRUE,1.00117390331899,17237.2237445653,10500.9223737016
7,"params[9,2]",9,"beta",0.844546272399114,0.720908906026667,0.716107025,0.522617515,0.9386570555,-0.123637366372448,0.123637366372448,TRUE,0.999942627475319,17096.924498608,10445.7799940111
7,"params[10,2]",10,"beta",1.21161758702406,1.22105487906167,1.21318395,0.9203359345,1.546855285,0.00943729203760912,0.00943729203760912,TRUE,1.00010542756912,14753.828965795,8945.63354461565
7,"params[11,2]",11,"beta",0.608787507419582,0.57461131888725,0.57212397,0.3619947435,0.797401359,-0.0341761885323316,0.0341761885323316,TRUE,1.00013753542664,18703.7685758059,9644.8069028574
7,"params[12,2]",12,"beta",0.80466863887891,0.59990142781,0.595532245,0.378979771,0.835238643,-0.20476721106891,0.20476721106891,TRUE,1.00031839457359,12411.0716911554,9634.18585786524
7,"params[13,2]",13,"beta",0.326696152095528,0.267686230886149,0.26582596,0.08697992845,0.453184234,-0.0590099212093787,0.0590099212093787,TRUE,0.999983733268844,15710.3610331944,10467.18145427
7,"params[14,2]",14,"beta",1.18221697005867,1.27366440514417,1.2633351,0.974151729,1.604363415,0.0914474350854924,0.0914474350854924,TRUE,1.00039944604566,14049.3492750411,8910.64529436256
7,"params[15,2]",15,"beta",0.841466397733509,0.818360249756667,0.81225772,0.598864208,1.05386607,-0.0231061479768424,0.0231061479768424,TRUE,1.00043920318827,17927.8848857713,9243.63303967239
7,"params[16,2]",16,"beta",0.627614535213904,0.504499067816,0.500323895,0.299148041,0.7186681195,-0.123115467397904,0.123115467397904,TRUE,1.000200128949,15459.4404204489,9700.49360734738
7,"params[17,2]",17,"beta",0.752721269107317,0.852951885750833,0.846544575,0.6104258485,1.121137265,0.100230616643517,0.100230616643517,TRUE,1.00082850450228,15648.4110115388,10043.3219185561
7,"params[18,2]",18,"beta",0.888527081068563,0.7163428837325,0.71324595,0.496856078,0.9472995985,-0.172184197336063,0.172184197336063,TRUE,1.00014324323925,18266.7757691165,9989.93575156097
7,"params[19,2]",19,"beta",1.10733741942405,1.30128809070583,1.2901047,0.9990851945,1.633757375,0.193950671281786,0.193950671281786,TRUE,1.00001060302029,14947.0460444846,9419.28788028134
7,"params[20,2]",20,"beta",0.713609510620414,0.859602490600833,0.854024075,0.631296933,1.11138922,0.145992979980419,0.145992979980419,TRUE,1.000131253065,14830.8157261831,9306.66856376591
7,"params[21,2]",21,"beta",0.925688978556017,1.04665935481917,1.0388732,0.783788418,1.33511197,0.12097037626315,0.12097037626315,TRUE,0.999944135663504,18385.3975910152,9791.45928966412
7,"params[22,2]",22,"beta",0.8329073693361,0.884793598565833,0.879009895,0.6462748715,1.14469949,0.0518862292297335,0.0518862292297335,TRUE,1.00016811954352,19772.1192763033,10490.8819084491
7,"params[23,2]",23,"beta",0.623341560355201,0.691209677888333,0.68713969,0.456394229,0.9405281565,0.067868117533132,0.067868117533132,TRUE,1.00004704827777,16936.0754425138,8998.97986234447
7,"params[24,2]",24,"beta",0.952065001270785,0.795573733055833,0.79076776,0.569285414,1.03954123,-0.156491268214951,0.156491268214951,TRUE,1.00003225978223,17127.3651944225,9998.80835412848
7,"params[25,2]",25,"beta",0.755349003638919,0.879677905475,0.8745228,0.5832566275,1.191970705,0.124328901836081,0.124328901836081,TRUE,1.00156530591673,3228.43967335105,6028.79132520527
7,"params[26,2]",26,"beta",1.31881237095672,1.21213373031083,1.2033587,0.935547261,1.513363865,-0.106678640645886,0.106678640645886,TRUE,1.00002812355697,17214.1647890203,9937.03858937846
7,"params[1,3]",1,"lambda",0.0131352606137225,0.0427276663175498,0.0407842015,0.00968845363,0.0833827108,0.0295924057038273,0.0295924057038273,TRUE,1.00087002094111,15243.7828455645,9300.23162388683
7,"params[2,3]",2,"lambda",0.194225643690655,0.04849245990587,0.0454212945,0.01031702705,0.09731705445,-0.145733183784785,0.145733183784785,FALSE,1.00011493305724,15703.6713264127,9602.6584699182
7,"params[3,3]",3,"lambda",0.0214027119205338,0.0562125364717057,0.053987525,0.01626245865,0.1033131155,0.0348098245511719,0.0348098245511719,TRUE,1.00036472360474,15478.9801515498,9148.2052581852
7,"params[4,3]",4,"lambda",0.0159848144108264,0.0771319883059912,0.073355119,0.0283191425,0.137716925,0.0611471738951649,0.0611471738951649,FALSE,0.99992535621144,12936.149407155,8293.28220654879
7,"params[5,3]",5,"lambda",0.101699704228399,0.0788237876846773,0.074031793,0.0259380081,0.146735508,-0.0228759165437221,0.0228759165437221,TRUE,1.00015242285513,13646.2184179358,8980.39431980215
7,"params[6,3]",6,"lambda",0.0790166074015876,0.0688493870353254,0.0665309395,0.02619210505,0.1176677445,-0.0101672203662622,0.0101672203662622,TRUE,1.00011031657383,14328.0774731362,8220.31759870586
7,"params[7,3]",7,"lambda",0.0663789727585053,0.0431234839890395,0.04046597,0.00876526229,0.08716518075,-0.0232554887694657,0.0232554887694657,TRUE,1.00024605352696,13729.7271090412,8532.77046189991
7,"params[8,3]",8,"lambda",0.0430232392210962,0.06256238246086,0.0596481845,0.01771685395,0.1171670125,0.0195391432397638,0.0195391432397638,TRUE,1.00000066316377,15578.5953580879,8368.99858404373
7,"params[9,3]",9,"lambda",0.00512009730401736,0.0570114767664482,0.0547060115,0.0156860312,0.107689684,0.0518913794624308,0.0518913794624308,FALSE,1.00011960699838,15549.5563439357,9390.67905850283
7,"params[10,3]",10,"lambda",0.0513276927193358,0.0611791655919092,0.059610025,0.02418255195,0.1027738485,0.00985147287257339,0.00985147287257339,TRUE,0.999832422563309,17079.0656120929,8144.86365576983
7,"params[11,3]",11,"lambda",0.0477770741139935,0.0770132509243225,0.072917088,0.027229146,0.1401208905,0.029236176810329,0.029236176810329,TRUE,1.00004837227676,13504.8434208744,9211.32749296494
7,"params[12,3]",12,"lambda",0.0852731192364466,0.087636731187915,0.083094162,0.0338830923,0.1552623485,0.00236361195146843,0.00236361195146843,TRUE,1.00028739100477,10175.5048707864,9415.74807976482
7,"params[13,3]",13,"lambda",0.0786006184359049,0.0817184640571954,0.0762260045,0.02717936845,0.1537913105,0.00311784562129057,0.00311784562129057,TRUE,0.999928304188488,12797.4108792307,9010.10967810025
7,"params[14,3]",14,"lambda",0.0198585685378673,0.0291826588008597,0.027129806,0.00578438167,0.05940655275,0.00932409026299239,0.00932409026299239,TRUE,1.00015290405598,9781.63829386304,8880.23989398469
7,"params[15,3]",15,"lambda",0.0572171003148788,0.0537041166932022,0.0522315745,0.01724416155,0.095439109,-0.00351298362167667,0.00351298362167667,TRUE,1.00043607852925,17191.5928002728,8702.29785184767
7,"params[16,3]",16,"lambda",0.0942058693050714,0.0632184715229949,0.059848645,0.0188876873,0.1195179055,-0.0309873977820765,0.0309873977820765,TRUE,1.0001761192875,16388.9727399749,9040.10832286589
7,"params[17,3]",17,"lambda",0.155089472258277,0.0952718363672924,0.091729254,0.0430303737,0.1588392905,-0.0598176358909846,0.0598176358909846,TRUE,0.999920109107302,10052.2002675593,7999.6671676869
7,"params[18,3]",18,"lambda",0.0497941858253482,0.0518507439165758,0.050211501,0.01555484305,0.09541633795,0.00205655809122759,0.00205655809122759,TRUE,1.0002039517977,15394.8942140822,7915.06946650174
7,"params[19,3]",19,"lambda",0.0488805318601157,0.0325770969521328,0.030870149,0.006563021995,0.06383555015,-0.0163034349079829,0.0163034349079829,TRUE,0.999907959709311,10768.5380959801,9673.95400835866
7,"params[20,3]",20,"lambda",0.058078718796889,0.0939368285440667,0.0901676335,0.0388798663,0.162416633,0.0358581097471776,0.0358581097471776,TRUE,1.00021774694075,9695.74071111525,8482.32019489248
7,"params[21,3]",21,"lambda",0.0493376856961591,0.0282368109325654,0.026258901,0.005357000785,0.0576617596,-0.0211008747635937,0.0211008747635937,TRUE,1.00008532149244,9316.8366569285,8523.58417034682
7,"params[22,3]",22,"lambda",0.020917907001179,0.0276917192944813,0.0255088545,0.005104965425,0.05738447955,0.00677381229330225,0.00677381229330225,TRUE,1.00009970313869,8631.39979399021,7557.39885725239
7,"params[23,3]",23,"lambda",0.0162006214733374,0.08651459470222,0.0832302365,0.0353813851,0.1475707895,0.0703139732288826,0.0703139732288826,FALSE,1.00075195260067,11682.8742147845,8342.11024665666
7,"params[24,3]",24,"lambda",0.046646955515656,0.0355398583424607,0.033529158,0.00737972694,0.0701039296,-0.0111070971731954,0.0111070971731954,TRUE,1.00008711383387,10544.7232571136,9457.03956553392
7,"params[25,3]",25,"lambda",0.121346785233132,0.0951891334305083,0.09108228,0.0408737489,0.1639245445,-0.0261576518026236,0.0261576518026236,TRUE,1.00082706715557,5036.77041340251,8421.11407307882
7,"params[26,3]",26,"lambda",0.022024061788219,0.0395041574617557,0.037967976,0.00974210656,0.07452208835,0.0174800956735366,0.0174800956735366,TRUE,1.00056476667924,13743.2877189588,9236.90904096656
7,"params[1,4]",1,"delta",0.715588152150701,0.9412714914362,0.92174826,0.5359331175,1.37462429,0.225683339285499,0.225683339285499,TRUE,1.00064852102172,5991.98914607579,6587.55457252845
7,"params[2,4]",2,"delta",0.99170324240955,0.906836339713152,0.933212975,0.4483116645,1.229401365,-0.0848669026963981,0.0848669026963981,TRUE,1.00079708489836,6846.41532205014,8581.82665894534
7,"params[3,4]",3,"delta",1.20271251404966,1.00959028101908,0.987673475,0.628242066,1.41814422,-0.193122233030577,0.193122233030577,TRUE,1.00043001762199,5739.80662149979,6136.07926051805
