"k","n_divergent","n_max_td","max_rhat","min_ess"
1,0,0,1.00330951905314,1407.85741209823
2,0,0,1.00779173505333,854.750982994432
3,0,0,1.0054876590128,1343.84414690718
4,0,0,1.06315453928066,56.459531220933
5,0,0,1.00260301248741,2148.04593215461
6,0,0,1.00201229282607,2596.76013305687
7,0,0,1.00329563157266,2579.37099215953
8,0,0,1.001670691365,2346.08106733743
9,0,0,1.00166448836769,2059.2872920622
10,0,0,1.00213724020481,2865.33911030865
11,1,0,1.00280024331639,2134.61993985201
12,0,0,1.00367209623684,2370.3936451309
13,0,0,1.00293996749644,1752.55925160113
14,1,0,1.00292758740704,2456.29498414903
15,0,0,1.00179131240797,1920.74344846244
16,0,0,1.00339450297253,2603.70717362074
17,0,0,1.00395966650956,1694.70938346965
18,0,0,1.00225222531074,1880.97685715412
19,0,0,1.00181899974718,2673.33311638169
20,0,0,1.00179520817933,2094.45416495754
21,0,0,1.00301638568697,1974.08867407244
22,0,0,1.00225595701475,2442.41115394095
23,0,0,1.00201757167173,2591.83187543381
24,0,0,1.0016002296374,2499.01836565551
25,0,0,1.00159784223801,2604.19365925687
26,0,0,1.00185039959567,2869.61134834342
27,0,0,1.00241227808434,2228.96153747694
28,0,0,1.00322037596786,2113.70953602432
29,0,0,1.01024977890123,438.82491829285
30,0,0,1.02977670223523,238.323422907712
31,0,0,1.00178189228352,2618.70898125511
32,0,0,1.00387524741934,1167.44003652451
33,0,0,1.0022571332139,2240.63919960681
34,0,0,1.00765008753775,328.286288231474
35,0,0,1.0023367403251,1928.66277822798
36,0,0,1.52810425009969,7.08457586125324
37,0,0,1.00354696258857,1837.47073520126
38,0,0,1.00214911600581,2295.79571299707
39,0,0,1.00223536065414,2054.0483923954
40,0,0,1.00384515009061,1767.97186347456
41,0,0,1.00263585586521,1855.56177140644
42,0,0,1.00238293706398,2328.77158586692
43,0,0,1.00188614245135,2215.82024113852
44,0,0,1.00166775416416,2119.07425461742
45,0,0,1.00290666695699,2744.18270860919
46,0,0,1.00233130829504,2641.6267432327
47,0,0,1.00234487732643,2804.57858904866
48,0,0,1.00212075970653,2254.41410600415
49,0,0,1.00816941228058,768.003887333697
50,0,0,1.00438952316173,274.724763987517
51,0,0,1.00171146609218,2802.28322602044
52,0,0,1.01713084904515,248.001121833391
53,0,0,1.00201522707623,2018.49270519545
54,0,0,1.00160950892644,2985.65203947849
55,2,0,1.73784040775014,6.04600154512805
56,0,0,1.73347127508651,6.05181228853086
57,0,0,1.02495986711079,176.843177036062
58,0,0,1.00396793885234,1415.13918809298
59,0,0,1.00518658086553,1415.94935595723
60,0,0,1.87490931154202,5.65945396066435
61,0,0,3.21194144555753,4.45211775040814
62,0,0,1.59591884748534,6.656165412365
63,0,0,3.49886413372373,4.37608450040486
64,0,0,1.00250320416862,1846.58298835002
65,0,0,1.00341181262625,2459.9158344481
66,0,0,1.00547739671119,1107.33367728626
67,0,0,3.34185285709159,4.41234913924311
68,0,0,1.00681587363643,488.080858883209
69,0,0,1.00401611790375,1273.71556347333
70,0,0,1.01691138377827,198.429340095713
71,0,0,1.01756665403768,237.700552356213
72,0,0,1.54168389230987,7.00009657898734
73,0,0,1.52935766782603,7.08919998670389
74,0,0,2.47852987045465,4.81189803832967
75,3,0,1.73305188042515,6.04581802368675
76,0,0,1.73803369466924,6.03449885803621
77,0,0,1.00337468441532,1454.86630283466
78,0,0,1.52830961552982,7.09224495404265
79,0,0,1.00460335616149,1323.64405347722
80,0,0,1.00504823915267,574.48145671082
81,5,0,2.22584078018975,5.04317580776902
82,0,0,1.0032681542949,1648.75543233142
83,0,0,1.00164463991553,2888.78543196715
84,0,0,1.00187703900876,2538.12630482732
85,0,0,1.00257142844822,2782.47240975326
86,0,0,1.00227620373746,2541.04112780022
87,0,0,1.00218585759398,1492.19286634926
88,0,0,1.00164827594043,2238.66379917673
89,0,0,1.00297704772054,1659.84891828898
90,0,0,1.00638071513741,1569.38846400577
91,0,0,1.00350018096953,2715.77162625036
92,0,0,1.00328123784777,2249.04435645227
93,0,0,1.00324788425856,2103.75713036113
94,0,0,1.00275284741611,1635.97285080782
95,0,0,1.00257124898077,2355.3281173085
96,0,0,1.00524958530328,958.238602712918
97,0,0,1.00331718286454,1647.76194468803
98,0,0,1.00300038261488,1709.76547899626
99,0,0,1.00382593799354,2398.3164984874
100,1,0,1.00192948231389,3165.47033210418
101,0,0,1.00184451323432,2977.61238971945
102,0,0,1.00272540643986,2095.28785263766
103,0,0,1.00150347543986,2555.24275646201
104,0,0,1.00185577115201,2611.56116022358
105,0,0,1.00196056732769,2723.19188550514
106,0,0,1.07999440291458,33.1176733382976
107,0,0,1.00467925703803,2044.08770988445
108,149,0,1.02667399618772,210.887453567446
109,0,0,1.00163598034218,2735.69109129481
110,0,0,1.00257214483599,2357.61481170376
111,0,0,1.00257179497144,2441.69871441433
112,0,0,1.21895278599924,13.6572816391686
113,0,0,1.00184069528339,1750.13423329409
114,0,0,1.00541188442785,786.162649678639
115,0,0,1.24736607254375,11.77554805801
116,0,0,1.00202114652033,2597.62258313804
117,0,0,1.00203669478124,2261.18608470251
118,0,0,1.00484584690401,2268.36679186793
119,0,0,1.00210420297657,2210.97731134024
120,0,0,1.00182579583358,2680.22536342604
121,0,0,1.00324984257204,2830.13391916219
122,0,0,1.00217520572485,1942.80264440264
123,0,0,1.00251587142321,2771.15732759531
124,0,0,1.0018360446208,2575.37149282698
125,0,0,1.03855140283494,81.2198628434763
126,0,0,1.00313197861391,2265.29690845584
127,0,0,1.00264262902475,1649.84509812441
128,0,0,1.00175156955254,2304.91211790154
129,0,0,1.00219405661026,1870.51069598954
130,0,0,1.00675986164263,621.104628183762
131,0,0,1.0024026832509,1899.85575495406
132,0,0,1.52798862196379,7.07403914529209
133,0,0,1.00503494582142,1129.09045824707
134,0,0,1.00685170627416,575.589413772094
135,0,0,1.01719292093739,256.181644762712
136,0,0,1.0045164605442,1192.07690632219
137,0,0,1.01531421755639,263.145337744707
138,0,0,1.1362637959443,20.7018495846539
139,0,0,1.61253479235671,6.58575783733815
140,0,0,1.00342654336898,503.648315671155
141,0,0,1.76072973129101,5.96699800706549
142,0,0,2.09655213066464,5.21884247061802
143,0,0,1.00573054083329,538.640970449993
144,0,0,1.00330689763276,2870.35969369951
145,0,0,1.00231127601448,2548.87683921731
146,0,0,1.01441355210258,288.244220173643
147,0,0,1.00436001290746,1478.53856594355
148,0,0,1.00207107020483,2037.14667672087
149,0,0,1.00206718257148,1721.96539770088
150,0,0,1.53030931884179,7.08337019575519
151,0,0,1.73373663984841,6.05391078152449
152,0,0,1.01290371803011,386.316485493182
153,1,0,1.73352968604337,6.05201563608883
154,0,0,1.00493833044306,575.87225833898
155,0,0,1.00170785429193,3055.87656097818
156,0,0,1.80024384968568,5.84476118467156
157,1,0,1.00247697250098,890.421420235577
158,0,0,1.00695599610466,522.047661046542
159,0,0,1.52817312645702,7.08953151529169
160,0,0,1.06615200601071,65.4627202619068
