"variable","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
"mu_alpha",2.900637869725,2.8769172,0.668001483206427,1.616019955,4.21372269,1.00050259205783,995.219220528601,1580.13622414056,"log_boost_model_aware"
"mu_beta",0.5526086256525,0.551935135,0.130612992082366,0.284470734,0.80834836225,1.00433848262209,705.888105922693,1135.75730186726,"log_boost_model_aware"
"mu_lambda",0.08142720191825,0.080945229,0.0161091678840402,0.05168160945,0.11500778925,1.00261346632751,1830.35669697418,2105.31954315696,"log_boost_model_aware"
"mu_delta",0.98802213156,0.98638685,0.0556953796962913,0.8814577125,1.1193655275,1.00171235487752,1651.34829023354,1177.6826236908,"log_boost_model_aware"
"mu_eta",-0.30028515429825,-0.300331305,0.0654371737266832,-0.42689837825,-0.1719579525,1.00117030500046,1194.87187963257,2091.76168394901,"log_boost_model_aware"
