"variable","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
"mu_alpha",2.342400985265,2.3248989,0.505912733277945,1.3727405975,3.3833690475,1.00621357584502,683.007727369017,1396.39369720895,"log_boost_model_deceptive"
"mu_beta",0.66305140968,0.661389175,0.1324335929131,0.41157192675,0.93503254325,1.00745391411255,615.475883993163,1073.76451913732,"log_boost_model_deceptive"
"mu_lambda",0.065102805941475,0.059766355,0.0348041798204449,0.014218592775,0.14864824975,1.00500294205025,825.45109598299,1500.3103910163,"log_boost_model_deceptive"
"mu_delta",1.0719822079575,1.05536165,0.135668962313228,0.79489283275,1.4008136375,1.13765086677208,85.7801045889786,54.5269098114002,"log_boost_model_deceptive"
"mu_eta",-0.4313500142175,-0.429131935,0.0876133560206144,-0.6029795345,-0.25954361225,1.0413178133895,87.5578786049909,1239.0452685426,"log_boost_model_deceptive"
