"variable","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
"mu_alpha",3.657622101125,3.6748869,0.638346627453786,2.3151686975,4.8389499,1.0021741421344,846.31127077378,1785.44099032611,"log_trunc_global_eta_unaware"
"mu_beta",0.6509587447225,0.650883875,0.133720494664373,0.38247150075,0.91956838825,1.00629469006009,677.902647802299,1246.67977770734,"log_trunc_global_eta_unaware"
"mu_lambda",0.069693739829,0.0693429625,0.0155620909516989,0.041086643675,0.1018445215,1.00086666982661,1452.7631138547,2071.76599395027,"log_trunc_global_eta_unaware"
"mu_delta",0.7673180065525,0.77352729,0.173841219842699,0.39739021525,1.0834386925,1.01884039604891,505.975015494557,1325.34126707349,"log_trunc_global_eta_unaware"
"mu_eta",-0.394548090759645,-0.387165435,0.16811510347829,-0.73042265325,-0.07973740765,1.00772242933177,592.096283063947,1075.64519355969,"log_trunc_global_eta_unaware"
