"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
201,"mu_eta","eta",0.278,0.278474769046754,0.27615684,0.1477201495,0.41432451,0.000474769046754142,0.000474769046754142,TRUE,1.00098213418487,3654.86065205324,4364.59789946074
202,"mu_alpha","alpha",2.95,3.000895125375,2.99663835,2.642150455,3.380745855,0.0508951253749999,0.0508951253749999,TRUE,1.00018201420503,6500.43207659373,8105.19987060508
202,"mu_beta","beta",0.405,0.418755041580833,0.41802663,0.343575562,0.496907038,0.0137550415808333,0.0137550415808333,TRUE,1.00066310572979,8549.51715325648,8723.72005104119
202,"mu_lambda","lambda",0.0431,0.050306519237525,0.0498015095,0.0247451281,0.077273374,0.007206519237525,0.007206519237525,TRUE,1.00029559371798,6775.18865984069,6578.68524652359
202,"mu_delta","delta",1.45,1.36424988014167,1.3632988,1.229459415,1.499237735,-0.0857501198583333,0.0857501198583333,TRUE,1.00037169493741,4582.71913498103,6312.57382262942
202,"mu_eta","eta",0.278,0.278398075935269,0.27786426,0.152810419,0.404910979,0.000398075935269138,0.000398075935269138,TRUE,1.00022015251245,4935.12981151265,7455.70019700748
203,"mu_alpha","alpha",4.12,4.25703713816667,4.2489046,3.83091578,4.7064222,0.137037138166667,0.137037138166667,TRUE,1.00080612306562,5451.71377827326,4462.69985193783
203,"mu_beta","beta",0.405,0.399862065985,0.397767955,0.2694340295,0.5358858805,-0.00513793401500001,0.00513793401500001,TRUE,1.00150164067112,2747.05054739792,5211.93600416328
203,"mu_lambda","lambda",0.0431,0.0497885953093083,0.0499307355,0.03230018975,0.0669364833,0.00668859530930833,0.00668859530930833,TRUE,1.00208279948813,6946.69518456835,6760.32553496762
203,"mu_delta","delta",1.45,1.39342650516667,1.3872751,1.27362208,1.5386307,-0.0565734948333332,0.0565734948333332,TRUE,1.00555669918965,1711.02905517852,2937.60748151286
203,"mu_eta","eta",0.278,0.271781276137338,0.270014175,0.117846285,0.428503367,-0.0062187238626617,0.0062187238626617,TRUE,1.00089666244697,3454.97855242778,5767.47062898836
204,"mu_alpha","alpha",5.25,5.05372468908333,5.04219725,4.65864354,5.497812925,-0.196275310916667,0.196275310916667,TRUE,1.00065008135654,5748.87188924364,5693.86105198748
204,"mu_beta","beta",0.405,0.410162011395,0.40884985,0.328111322,0.4961123515,0.005162011395,0.005162011395,TRUE,1.00020165549172,6056.21400399476,8212.51187005589
204,"mu_lambda","lambda",0.0431,0.0342935793729,0.033428612,0.0152632963,0.05580398885,-0.0088064206271,0.0088064206271,TRUE,1.00062856118828,4858.84862904645,6249.94616070144
204,"mu_delta","delta",1.45,1.42366025110833,1.42069985,1.30914589,1.55222089,-0.0263397488916666,0.0263397488916666,TRUE,1.00284606745077,3913.56683162358,5579.57939699082
204,"mu_eta","eta",0.278,0.200216670551845,0.196652225,0.102519096,0.3096889505,-0.077783329448155,0.077783329448155,TRUE,1.00066864822586,4793.88136901484,5993.69602061139
205,"mu_alpha","alpha",2.95,3.281939682525,3.2730442,2.821544395,3.777704305,0.331939682525,0.331939682525,TRUE,1.00128437989315,3657.23819000828,5755.63558818552
205,"mu_beta","beta",0.608,0.7170666507625,0.71592472,0.625274364,0.8120092095,0.1090666507625,0.1090666507625,FALSE,1.0003305297402,6066.42915307667,7474.36936751668
205,"mu_lambda","lambda",0.0431,0.0550101061908333,0.0547040625,0.0334053643,0.07805204745,0.0119101061908333,0.0119101061908333,TRUE,1.00031543104616,5292.5781685176,6221.85897237187
205,"mu_delta","delta",1.45,1.30356134324167,1.2945243,1.222416265,1.40964331,-0.146438656758333,0.146438656758333,FALSE,1.1181738018472,21.5240757570797,155.76847945105
205,"mu_eta","eta",0.278,0.439468420852667,0.439538895,0.2912794885,0.5864532045,0.161468420852667,0.161468420852667,FALSE,1.00547998458809,3638.30547951064,3397.47545746772
206,"mu_alpha","alpha",4.12,3.721569345075,3.71642655,3.470806505,3.992027025,-0.398430654925,0.398430654925,FALSE,1.00038385231822,13228.1846005533,8640.22034713081
