"k","n_divergent","n_max_td","max_rhat","min_ess"
179,0,0,1.00208467125455,1748.10940523746
180,0,0,1.00293466594128,2975.01439342239
181,0,0,1.00141647627571,3196.31125844957
182,0,0,1.00152336675924,3129.14468333951
183,0,0,1.52927460073186,7.0759118662457
184,0,0,1.0025003676207,2752.19468503835
185,0,0,1.00368207491495,2196.43564022578
186,0,0,1.00213780902596,1172.88666998136
187,0,0,1.00280088413652,1897.23865004188
188,0,0,1.00161742792083,2807.38068476977
189,0,0,1.73317243800021,6.06053427867453
190,0,0,1.00219716491652,1701.5381742398
191,0,0,1.01491861187094,275.569125448224
192,0,0,1.00680760863228,952.530575970388
193,0,0,1.00180002816604,2485.23927417873
194,0,0,1.0022617689458,3182.06981925479
195,0,0,1.00200804194475,2969.36683252728
196,0,0,1.01573758654174,271.355856368169
197,0,0,1.00488846245953,739.43439653156
198,0,0,1.00409014455948,1658.77128935123
199,0,0,1.0014947148242,4441.23391807056
200,0,0,1.00292852544238,1909.24143727277
201,0,0,1.00145677472095,3049.62340086873
202,0,0,1.01586664615648,296.132065526597
203,0,0,1.00399122752122,3097.60328932086
204,0,0,1.01236110415417,540.843856476429
205,0,0,1.01124849648668,257.612493219897
206,0,0,1.00183402927304,2803.38759062354
207,0,0,1.00152890705754,3856.78908437757
208,0,0,1.00370911294774,2049.68238818056
209,0,0,1.00388527532057,1915.8966014199
210,0,0,1.00181714002721,2232.855118757
211,0,0,1.00203018657931,1589.75457685522
212,0,0,1.00434358829458,902.324729816975
213,0,0,1.00191410248776,1840.11702350802
214,0,0,1.00192261282387,3289.8024340195
215,0,0,1.00184677633177,1508.31541393221
216,0,0,1.00181747186772,1917.61680671691
217,0,0,1.00408768240752,971.388497624196
218,0,0,1.01202235898681,402.111087789776
219,0,0,1.00296591960973,2728.13892229129
220,0,0,1.00179210237868,3154.82674242668
221,0,0,1.00462645424058,590.393634128591
222,0,0,1.44135435248703,7.88067059045905
223,0,0,1.00196732747932,1887.46638610057
224,0,0,1.00620326474104,948.481559262345
225,0,0,1.00669515454951,314.867897541174
226,0,0,1.00678756475201,1126.2260739969
227,0,0,1.02916781816419,120.035478664031
228,0,0,1.00324897010112,1997.62337682464
229,0,0,1.00177893377974,3675.32309480962
230,0,0,1.00158841998011,3137.3570875136
231,0,0,1.00179288577832,3563.01259681948
232,0,0,1.00165955536422,2603.03948249982
233,0,0,1.00183797648941,3110.01239985604
234,0,0,1.00500345055265,602.381209492148
235,0,0,1.00146106390096,4691.72463037147
236,0,0,1.03518384469941,170.159196131881
237,0,0,1.0019169045943,2181.45760294904
238,0,0,1.00126562142933,2748.84238223704
239,0,0,1.0061205759302,926.363170597067
240,0,0,1.00519386816519,1471.20873946797
241,0,0,1.00104119586685,4714.12952978072
242,0,0,1.01223483111505,160.189659914683
243,0,0,1.02445768879463,392.832079235385
