"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
1,"mu_alpha","alpha",1.57,1.843093770275,1.8366587,1.524103075,2.18045359,0.273093770275,0.273093770275,TRUE,1.00110323898852,3519.00203636051,5881.4152444713
1,"mu_beta","beta",0.394,0.389214833098333,0.3889085,0.297967641,0.480835326,-0.00478516690166669,0.00478516690166669,TRUE,1.00057856531881,4073.82619737649,6399.14539229066
1,"mu_lambda","lambda",0.0182,0.0135386464507789,0.012521214,0.00152730152,0.0289822516,-0.00466135354922115,0.00466135354922115,TRUE,1.00012562615579,11085.3345892524,7033.01356581695
1,"mu_delta","delta",0.906,0.871145586821667,0.8734877,0.677586265,1.058494555,-0.0348544131783334,0.0348544131783334,TRUE,1.01533534753967,3188.02309083436,926.347834402173
1,"mu_eta","eta",-0.382,-0.367834062393117,-0.369789015,-0.493258535,-0.239003459,0.0141659376068833,0.0141659376068833,TRUE,1.00206956407524,4057.79004167692,5997.49924245016
2,"mu_alpha","alpha",2.47,2.48041813604167,2.4726556,2.10305874,2.887971275,0.0104181360416664,0.0104181360416664,TRUE,1.00048675070825,2983.72387445364,4861.90876412049
2,"mu_beta","beta",0.394,0.436302296791667,0.435763505,0.341520991,0.5338385725,0.0423022967916666,0.0423022967916666,TRUE,1.0002947359801,3492.16977004193,5191.19789020954
2,"mu_lambda","lambda",0.0182,0.00585613368410443,0.0046569408,0.000345421565,0.0154088508,-0.0123438663158956,0.0123438663158956,FALSE,0.999906449900537,8828.14348860454,6603.78009571246
2,"mu_delta","delta",0.906,0.993140868848333,0.98667921,0.74434557,1.260726575,0.0871408688483333,0.0871408688483333,TRUE,1.00302537178731,2307.92576092971,3484.26944870534
2,"mu_eta","eta",-0.382,-0.400029052396233,-0.40102018,-0.5309666815,-0.2667896595,-0.0180290523962333,0.0180290523962333,TRUE,1.00163639849721,2416.66066551865,4753.59271823809
3,"mu_alpha","alpha",3.47,3.91978509341667,3.91028145,3.45112004,4.410812605,0.449785093416666,0.449785093416666,TRUE,1.00077760701898,5065.82888870353,6444.31138702771
3,"mu_beta","beta",0.394,0.377475094030417,0.375043225,0.248650038,0.5136096175,-0.0165249059695833,0.0165249059695833,TRUE,1.00159114721333,2967.50300735095,5357.80015443825
3,"mu_lambda","lambda",0.0182,0.0162340326041617,0.0155704865,0.003846950865,0.03067158545,-0.00196596739583827,0.00196596739583827,TRUE,1.0000978494501,7802.68075016662,6375.94531760779
