"participant","parameter","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
1,"alpha",5.255192497325,5.37041155,0.622798861848933,3.8036454125,5.99934018,1.00015797251227,3535.32933095806,2281.99292128377,"log_trunc_global_eta_unaware"
1,"beta",0.38290838647692,0.378984885,0.160268735216664,0.0838074758,0.71684263975,1.0016822821561,6710.6747499867,2971.86183898041,"log_trunc_global_eta_unaware"
1,"lambda",0.0233809142105467,0.0199134335,0.0170469983493951,0.000906595845,0.0654227356,1.00040494380464,3833.3747740264,2691.83816363598,"log_trunc_global_eta_unaware"
1,"delta",0.88099122995,0.863694975,0.159176459400761,0.58915918275,1.1563115,1.00085407160283,1756.50800156232,2639.42689579163,"log_trunc_global_eta_unaware"
1,"eta",-0.989113262982175,-1.0785573,0.755193311378064,-2.234442145,0.79684365975,1.00014874776323,2293.71993213977,1877.18624606524,"log_trunc_global_eta_unaware"
2,"alpha",1.59331549685,1.5762113,0.412294855284333,0.8346829675,2.4397524575,1.00062735223151,5411.07069051272,3693.38533170952,"log_trunc_global_eta_unaware"
2,"beta",0.8111233509875,0.80596288,0.162630251260036,0.50334439075,1.1572109925,1.00077068994878,6756.45301962498,3361.58063319678,"log_trunc_global_eta_unaware"
2,"lambda",0.024670035853031,0.020834042,0.0182014278761398,0.0010951361875,0.0697700763,1.00203176720353,4603.71530620324,3121.13869363782,"log_trunc_global_eta_unaware"
2,"delta",1.14601643485,1.12756085,0.151074167891141,0.92466317125,1.493530935,1.00227817710891,2684.41281591535,2900.44079408294,"log_trunc_global_eta_unaware"
2,"eta",0.734157509591845,0.727765955,0.431018159860997,-0.09696759385,1.606692845,0.999872094017796,4850.00326821603,3235.96676936587,"log_trunc_global_eta_unaware"
3,"alpha",5.7019170159,5.83021585,0.343742023527642,4.774401375,5.99984824,0.999468456155528,4462.90357574942,2380.50934039534,"log_trunc_global_eta_unaware"
3,"beta",0.0589315420446125,0.0552091335,0.150640934115731,-0.22536291325,0.362086546,1.00155180758289,6655.89848367579,2984.17085777009,"log_trunc_global_eta_unaware"
3,"lambda",0.0413110400020419,0.039550855,0.0225234427672646,0.003409151435,0.09059856435,1.00100176243107,5184.16562838147,2401.40064703468,"log_trunc_global_eta_unaware"
3,"delta",1.1867261571975,1.1773603,0.210727363262563,0.75058570025,1.605110705,1.00404911952702,1600.30030217793,2155.56862120616,"log_trunc_global_eta_unaware"
3,"eta",0.21889368472175,0.21162598,0.613339969247296,-0.923025538,1.47138841,1.00137660278374,4608.5095769974,2970.66604386148,"log_trunc_global_eta_unaware"
4,"alpha",5.450613879675,5.59863465,0.524064171730318,4.167505235,5.9996609775,0.999624820588984,3870.87006118781,2774.72487841908,"log_trunc_global_eta_unaware"
4,"beta",0.275662563713035,0.275830345,0.148559849190312,-0.0054410785875,0.57287503325,1.00126023042145,7329.70940318094,3013.55906722211,"log_trunc_global_eta_unaware"
4,"lambda",0.0285864062492784,0.0260806095,0.018341715526758,0.0017290065225,0.070422165275,0.999989591453102,4741.30066544295,2934.55943542109,"log_trunc_global_eta_unaware"
4,"delta",1.06131096778,1.05143465,0.16616461340262,0.74541622525,1.4118369975,1.00210367056364,3091.82124633591,2815.7279713921,"log_trunc_global_eta_unaware"
4,"eta",0.0575622294727279,0.0090513113,0.678145510346384,-1.17532523,1.5905679875,1.00062273601489,3729.98685882496,2538.83082660939,"log_trunc_global_eta_unaware"
5,"alpha",5.40470707395,5.5688687,0.555519055731592,4.0697365575,5.9997011825,1.00133439580571,4006.06066549977,2720.68176334509,"log_trunc_global_eta_unaware"
5,"beta",0.498522959584525,0.493572245,0.183885273763358,0.15504216425,0.86242460475,1.00037525523617,6318.0687463794,3268.68049585545,"log_trunc_global_eta_unaware"
5,"lambda",0.0216487071251139,0.01903419,0.0151883840307479,0.00092729330675,0.056657583625,1.00008279507634,3969.70623237156,2894.35026966876,"log_trunc_global_eta_unaware"
5,"delta",1.0847937337725,1.11208025,0.138978312479798,0.706609695,1.285669015,1.00220214140969,1857.75197024243,2066.928520827,"log_trunc_global_eta_unaware"
5,"eta",-0.273152901905965,-0.25438091,0.790207718072846,-1.89005675,1.2544982225,1.0000420966134,4855.92657862897,2897.46423178551,"log_trunc_global_eta_unaware"
6,"alpha",0.93638853987125,0.923548695,0.28696051474445,0.401529729,1.524550845,1.00115897863921,5434.15910405437,3352.61078673919,"log_trunc_global_eta_unaware"
6,"beta",0.102637659433257,0.0992794345,0.102472854005478,-0.0885225771,0.31031867175,0.999796759827753,5799.22310010095,2719.58799835704,"log_trunc_global_eta_unaware"
6,"lambda",0.0516573971137885,0.04262037,0.0422429796972038,0.0020956685275,0.155036746,1.00097884413414,5195.06411563306,2721.6448093849,"log_trunc_global_eta_unaware"
6,"delta",1.2581881484025,1.24137595,0.125049249651527,1.0649724925,1.547534195,1.00590649021494,1333.88249644215,1253.33796381738,"log_trunc_global_eta_unaware"
6,"eta",0.513385905460548,0.461665205,0.445547786976322,-0.21825090425,1.4990733325,1.00368607584879,1880.40221227856,1406.29932977891,"log_trunc_global_eta_unaware"
7,"alpha",4.99140812465,5.0337409,0.703433598100203,3.5217495275,5.9978264575,0.999681047701953,3333.21829736866,2152.62849722348,"log_trunc_global_eta_unaware"
7,"beta",0.59606944910475,0.587034615,0.167466236756269,0.28389097075,0.95120793275,1.00276887547383,5575.6604128577,2986.52998509233,"log_trunc_global_eta_unaware"
7,"lambda",0.0212581987970112,0.018600473,0.0152674342663812,0.00085817390275,0.05675301675,1.000417199229,4355.7969798258,2830.72561115525,"log_trunc_global_eta_unaware"
7,"delta",0.9226901881425,0.951384515,0.130267351072143,0.607075671,1.0783875,1.0082679201837,1186.65130943195,612.649739733067,"log_trunc_global_eta_unaware"
7,"eta",0.319039047924183,0.34163682,0.619382868228884,-0.783845201,1.359914345,1.00360498400654,1542.43952631826,667.03063339151,"log_trunc_global_eta_unaware"
8,"alpha",5.6535862229,5.79888585,0.390300935153999,4.62931205,5.999955725,0.99956023582033,4159.58084096504,2754.46478135093,"log_trunc_global_eta_unaware"
8,"beta",-0.116190946792854,-0.11697602,0.112248164868915,-0.32934299325,0.10282942725,1.0009516414856,5617.46858390803,3558.93265271807,"log_trunc_global_eta_unaware"
8,"lambda",0.0468949230512405,0.044747003,0.0245889326182222,0.005865672675,0.10173230475,1.00014489480682,5186.12433811848,2541.08535588203,"log_trunc_global_eta_unaware"
8,"delta",1.0807238055825,1.0519029,0.154728947161987,0.87258880325,1.526037,1.0013537373732,2120.3865924501,1458.69140845962,"log_trunc_global_eta_unaware"
8,"eta",-0.580002186475898,-0.666771185,0.811115074409581,-1.9756478725,1.26070086,1.00107782467681,2897.62682620073,2472.6927324437,"log_trunc_global_eta_unaware"
9,"alpha",2.939350463175,2.90918675,0.657558171771638,1.7576749425,4.3594505675,0.999914373880768,5129.32813668176,3159.44353598919,"log_trunc_global_eta_unaware"
9,"beta",0.8752376624025,0.866366105,0.185375653776028,0.53191614975,1.254848745,1.00040033745225,5731.40678787506,2952.79441095893,"log_trunc_global_eta_unaware"
9,"lambda",0.0658792644389548,0.0652424435,0.027139567737258,0.0140837045,0.12306375425,1.00250498962751,4007.06153040747,2366.55646357414,"log_trunc_global_eta_unaware"
9,"delta",1.252394358035,1.23422045,0.148323300465091,1.0107944,1.6030250075,1.005965366185,1287.52711718373,2084.65591988734,"log_trunc_global_eta_unaware"
9,"eta",1.06126221696468,1.0116304,0.567931322626601,0.10029149105,2.304859415,1.00233871347945,2041.92046461175,2196.56019197742,"log_trunc_global_eta_unaware"
10,"alpha",5.613380078825,5.76101515,0.419989630207847,4.5131506225,5.999809375,1.00017476291955,4248.27300576775,2633.62415512922,"log_trunc_global_eta_unaware"
10,"beta",-0.297293023014246,-0.30346578,0.146571350164665,-0.57353185275,4.77117488501133e-05,1.00019769599505,6011.36457675527,3027.49145108215,"log_trunc_global_eta_unaware"
10,"lambda",0.091620122189065,0.0894867555,0.0350043209738185,0.0282998292,0.164414644,1.00083546664664,4135.93129066508,2570.67123775565,"log_trunc_global_eta_unaware"
10,"delta",0.897987787461,0.91555283,0.109566913438849,0.62597752075,1.05644701,1.00248835314101,2312.71392471413,1928.24257643381,"log_trunc_global_eta_unaware"
10,"eta",-0.4434781073438,-0.41218984,0.475802870284015,-1.45380286,0.42961598425,1.00173973572695,4588.45661958606,3165.02291016098,"log_trunc_global_eta_unaware"
11,"alpha",4.1936182181,4.13823715,0.778170238442417,2.8340049675,5.8801433325,1.00389068997521,3254.91231926941,1875.25441172279,"log_trunc_global_eta_unaware"
11,"beta",0.590614066302,0.5827969,0.199512775007037,0.21117382975,1.00500194,0.9997458191487,6389.6004275191,2879.96035783157,"log_trunc_global_eta_unaware"
11,"lambda",0.0765259840701175,0.074706855,0.0333969887074675,0.0175787656,0.1468555205,1.00113117423742,4363.36487964939,2675.45335444393,"log_trunc_global_eta_unaware"
11,"delta",1.085746573815,1.13142205,0.214260382487478,0.68072132625,1.43519465,1.0008088061836,1361.00114272437,3241.16721325911,"log_trunc_global_eta_unaware"
11,"eta",0.230095627655688,0.173716895,0.710534218923765,-0.97997236075,1.8318357375,1.00089010899201,3670.1824327783,2466.70679033055,"log_trunc_global_eta_unaware"
12,"alpha",3.859607982525,3.8153844,0.773409349192509,2.4875200775,5.54057263,1.00030525019657,3541.73330187024,1982.57583393401,"log_trunc_global_eta_unaware"
12,"beta",0.8344589782425,0.825682305,0.206003545619215,0.464330805,1.27099175,1.00080702874672,5564.61410002135,3134.43272802519,"log_trunc_global_eta_unaware"
12,"lambda",0.09424272792055,0.0934073025,0.0341364002658217,0.0300128996,0.16350566675,0.99984162482103,4020.13573764984,2734.32853647527,"log_trunc_global_eta_unaware"
12,"delta",1.18270608526,1.18659565,0.184837650234669,0.825125981,1.5490851125,1.00351150243547,1671.68288626501,2263.84767705716,"log_trunc_global_eta_unaware"
12,"eta",-0.706710690104583,-0.715640595,0.361726159407685,-1.4084481125,0.0497235073000001,0.99999237464249,3693.08530322035,2563.57145357369,"log_trunc_global_eta_unaware"
13,"alpha",5.165453510325,5.24123865,0.634115829082032,3.76803809,5.99795291,1.0007682755857,3493.28939168756,2806.6508842675,"log_trunc_global_eta_unaware"
13,"beta",-0.00114379464109558,-0.0047212661,0.150146655812385,-0.29518578325,0.301898199,0.999979456100812,6392.1058299571,3219.65036946565,"log_trunc_global_eta_unaware"
13,"lambda",0.0527871342425584,0.0504503815,0.027784109418311,0.005459619865,0.11340460275,1.00052758035139,3973.7723691604,2291.29793197695,"log_trunc_global_eta_unaware"
13,"delta",1.10273239162,1.1004863,0.105512190212926,0.926194004,1.331497805,1.00162895040084,3208.2053292856,3344.36224672051,"log_trunc_global_eta_unaware"
13,"eta",0.323336976669122,0.25927886,0.448713002318726,-0.41083863575,1.283730045,1.00147256296777,4238.1390385543,3388.6051474462,"log_trunc_global_eta_unaware"
14,"alpha",5.554630073375,5.6998529,0.451197591252169,4.3904364725,5.9998034125,1.0001196679634,3866.71247470091,2617.03753340875,"log_trunc_global_eta_unaware"
14,"beta",-0.164414998384802,-0.166205695,0.151296941292418,-0.460825902,0.132859892,0.999849073610188,5552.78668195013,2933.04437848435,"log_trunc_global_eta_unaware"
14,"lambda",0.0545716299441551,0.0517852745,0.0298770052632968,0.0055407363875,0.1177875735,1.00096905781596,3941.25938258438,2576.08359029904,"log_trunc_global_eta_unaware"
14,"delta",1.2763453737975,1.286337,0.263255434803316,0.91577864325,1.761402715,1.0124725625751,419.75272596624,2341.0507646581,"log_trunc_global_eta_unaware"
14,"eta",0.545464820416047,0.484785605,0.591371593547264,-0.453595846,1.8923073525,1.00068940824163,3989.62658744038,2851.53107437758,"log_trunc_global_eta_unaware"
15,"alpha",3.542959727275,3.4754607,0.800207586553677,2.1509735275,5.3868601175,1.00069909539569,3663.17401423445,1963.55603363106,"log_trunc_global_eta_unaware"
15,"beta",0.927667660035,0.91202461,0.187717005441243,0.59804439225,1.3435744125,1.00122943130243,4744.11236555035,3504.78230044219,"log_trunc_global_eta_unaware"
15,"lambda",0.0407018165123985,0.0376537935,0.0238936359888939,0.003467948215,0.09358144745,1.00163594591623,4352.61962127673,2594.49551347787,"log_trunc_global_eta_unaware"
15,"delta",1.0033266055225,1.00162655,0.0464420318476617,0.91630087575,1.097029815,1.0006825049832,4442.93200615341,3279.61302096807,"log_trunc_global_eta_unaware"
15,"eta",1.96967909903125,1.923698,0.72573540736786,0.646395506,3.5400906025,1.00129848421535,3546.21390399101,2857.52092708274,"log_trunc_global_eta_unaware"
16,"alpha",0.287998840929489,0.251597345,0.222980784110857,0.00198621888,0.806868928,0.999800104767973,4288.78888541944,2416.86007384703,"log_trunc_global_eta_unaware"
16,"beta",0.6458041651075,0.638581745,0.137472301828074,0.39297639575,0.932460014,0.999795995645043,5717.60611906989,3766.46063488227,"log_trunc_global_eta_unaware"
16,"lambda",0.0964822407046891,0.088933597,0.0553531371713546,0.011488789525,0.228330092,1.00013400413391,3299.75935825486,2541.64717073809,"log_trunc_global_eta_unaware"
16,"delta",1.0470640408225,1.0391241,0.0489064002441441,0.97175085475,1.16308808,1.00106427252815,4190.83630495982,3239.25380758197,"log_trunc_global_eta_unaware"
16,"eta",1.01834965285575,0.983545085,0.60147416432333,-0.05474290495,2.3094618275,1.00166069350287,4480.37900665474,3231.28691945486,"log_trunc_global_eta_unaware"
17,"alpha",2.907666020975,2.89105175,0.648006309122991,1.720839045,4.24255772,1.00009810683383,4202.89123156926,3329.7324180075,"log_trunc_global_eta_unaware"
17,"beta",0.311960193276794,0.306555055,0.139431592647888,0.0476907532,0.610703871,0.999680809126127,6148.97124525375,2698.96827185521,"log_trunc_global_eta_unaware"
17,"lambda",0.165899399880075,0.167751345,0.0484130648967056,0.06534525155,0.259198905,1.00017832547472,3056.32686412727,1821.37395234659,"log_trunc_global_eta_unaware"
17,"delta",1.1404333756525,1.12381125,0.142530082867162,0.92998090625,1.4476405275,1.00402736647142,1902.55114751756,2922.45755649535,"log_trunc_global_eta_unaware"
17,"eta",1.16531739547552,1.15705115,0.50334435778217,0.2242497725,2.2032973175,1.00060764597501,5392.05613320485,3088.08535914542,"log_trunc_global_eta_unaware"
18,"alpha",1.31574003791078,1.3138248,0.400509195726213,0.541690572,2.1225000525,1.00168931947806,4583.40420120447,2599.42117507884,"log_trunc_global_eta_unaware"
18,"beta",1.5012103577125,1.48440405,0.256732018727143,1.05585931,2.050865915,0.999757112445179,3940.53149639241,2940.49434195772,"log_trunc_global_eta_unaware"
18,"lambda",0.0218642560770278,0.019135076,0.0155766452056335,0.0009760532115,0.0588407304,1.00050624646901,4177.00862032523,2855.65757350607,"log_trunc_global_eta_unaware"
18,"delta",1.0065178746075,0.997981295,0.185149725182315,0.6648725285,1.4404672175,1.00159887193321,2975.71570212668,2318.35529999543,"log_trunc_global_eta_unaware"
18,"eta",-0.772247404942293,-0.787405665,0.57552227616328,-1.86797288,0.41913220225,0.999863529110671,3508.86826419042,2265.10173115812,"log_trunc_global_eta_unaware"
19,"alpha",5.140705604575,5.2516533,0.684469515321305,3.628737265,5.998351815,1.00058659379124,3325.44953297716,2739.48707201175,"log_trunc_global_eta_unaware"
19,"beta",0.20286891102435,0.20374175,0.144151537829903,-0.076118100225,0.49115442975,1.00120736949632,5940.13615362937,3414.6604390543,"log_trunc_global_eta_unaware"
19,"lambda",0.066581230425175,0.0652730335,0.0269586714501075,0.017592407975,0.12156556125,1.00047300296804,4869.49159281342,2380.61707559597,"log_trunc_global_eta_unaware"
19,"delta",1.1536133384675,1.15263515,0.128036949044644,0.90709933375,1.4063111,1.00409707855177,1780.7429030592,2901.22834929734,"log_trunc_global_eta_unaware"
19,"eta",-0.442096638090967,-0.542691005,0.887080589886925,-2.0163873775,1.505513165,1.00251091998911,3266.21939549067,3177.04310007674,"log_trunc_global_eta_unaware"
20,"alpha",2.0606895463,2.03846215,0.472015108032084,1.211194375,3.05463576,1.00182981166103,4321.19215061029,3856.85095457838,"log_trunc_global_eta_unaware"
20,"beta",0.225816120404353,0.21772332,0.161860753505786,-0.064724702075,0.553660782,1.00043976556818,3881.83947247244,3069.13681901363,"log_trunc_global_eta_unaware"
20,"lambda",0.178334293581518,0.176845765,0.0832036893596758,0.0333752131,0.349331348,1.00345551914095,2497.61040351624,2411.36799416271,"log_trunc_global_eta_unaware"
20,"delta",1.15237000629,1.17619825,0.196627178847717,0.74542507125,1.5148994675,1.00403145368271,1891.99939981169,2786.28205960772,"log_trunc_global_eta_unaware"
20,"eta",-0.915779920908585,-0.93225061,0.692086019549798,-2.2249204675,0.481957034,1.00068489426324,3663.35388550096,2566.67580323095,"log_trunc_global_eta_unaware"
21,"alpha",2.6918400214,2.66508945,0.49841623368466,1.7958732975,3.7364472625,1.00007881398027,5627.03636054285,3157.40575805201,"log_trunc_global_eta_unaware"
21,"beta",0.420848747441293,0.418890525,0.132845870780534,0.16947523525,0.690208433,1.00032946872352,6792.23501516995,2669.65269527953,"log_trunc_global_eta_unaware"
