"variable","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
"mu_alpha",2.80531810489,2.7807174,0.619487290973823,1.5919062925,4.0874090225,1.00440627346763,549.493199198666,1085.85692238978,"log_trunc_global_eta_unaware"
"mu_beta",0.35166113126825,0.350282265,0.0862744931736952,0.17987215775,0.52256872575,1.00357550939492,825.14542681345,1078.079987885,"log_trunc_global_eta_unaware"
"mu_lambda",0.05684748954525,0.0562734815,0.0144443644214756,0.030185058375,0.0861864957,1.00094014568676,1510.08969858649,2455.13347121427,"log_trunc_global_eta_unaware"
"mu_delta",0.9455437997275,0.947748575,0.133159090378389,0.67284165075,1.206540175,1.00965107916611,653.135006043106,1555.8780547832,"log_trunc_global_eta_unaware"
"mu_eta",-0.369369750806957,-0.36985365,0.18526107826097,-0.7292964535,0.00890663368750006,1.00300815602647,1129.30865682643,1863.45550779887,"log_trunc_global_eta_unaware"
