"participant","parameter","mean","median","sd","q2.5","q97.5","rhat","ess_bulk","ess_tail","model"
1,"alpha",5.023232775075,5.12804435,0.737951504075822,3.4156052525,5.998387555,0.99972072680889,3512.97614080694,2517.88403835783,"log_trunc_global_eta_unaware"
1,"beta",1.1106587083425,1.10494515,0.222659557930286,0.694807269,1.55431701,1.00257478648198,5999.95319199839,3115.13787789861,"log_trunc_global_eta_unaware"
1,"lambda",0.091012354440575,0.0904213675,0.0273119613125982,0.038633812275,0.1459337875,1.00055340148377,4783.89256276955,2701.69923543197,"log_trunc_global_eta_unaware"
1,"delta",1.10496890572975,1.08774725,0.247292713395495,0.6075329915,1.610769945,1.00205314364665,3403.0852210316,2628.67363761891,"log_trunc_global_eta_unaware"
1,"eta",-0.336866526549181,-0.331490585,0.445449902593716,-1.246067475,0.55493643975,1.00006557117063,5321.31044513641,3174.35996752043,"log_trunc_global_eta_unaware"
2,"alpha",5.498327115225,5.64877395,0.489060286278218,4.276464965,5.9998106525,0.999509301201726,4238.72368264839,2601.45495940356,"log_trunc_global_eta_unaware"
2,"beta",-0.221818195386736,-0.22496157,0.132511713333145,-0.47883196175,0.0412806016250001,1.00022291156884,5961.86553629112,2902.55928847494,"log_trunc_global_eta_unaware"
2,"lambda",0.06020633828935,0.058522014,0.0273527231817705,0.012956205675,0.117770841,1.00231387868244,4798.68969049147,2736.95207076806,"log_trunc_global_eta_unaware"
2,"delta",1.102897829631,1.12399095,0.113653886539518,0.82319805525,1.2496941375,1.00077738667054,1987.06752694421,1508.20421854883,"log_trunc_global_eta_unaware"
2,"eta",-0.763100019835025,-0.732382795,0.495220312533199,-1.807067095,0.109115816000001,1.00013114618359,3339.57064556695,2945.40508614299,"log_trunc_global_eta_unaware"
3,"alpha",2.2048361609375,2.17282875,0.643329457699546,1.0395614475,3.5485902325,1.00170903864394,5909.60498109385,2858.67060158677,"log_trunc_global_eta_unaware"
3,"beta",1.170738020945,1.161578,0.222351268131838,0.7696871105,1.63558336,1.0006696727766,5761.96832478422,3270.51779033058,"log_trunc_global_eta_unaware"
3,"lambda",0.28523711357775,0.28043755,0.0707308115341541,0.157317672,0.437563256,1.00070713240506,4134.02533928108,2680.16545983776,"log_trunc_global_eta_unaware"
3,"delta",1.0998485391,1.0791323,0.1721106029295,0.8091778555,1.465121365,1.00121047772641,3526.67888927353,2810.23828108036,"log_trunc_global_eta_unaware"
3,"eta",0.00652181166313324,-0.00480214445,0.384232221692608,-0.70602031925,0.81436344675,1.00271774524935,4766.24992701894,2723.1856644903,"log_trunc_global_eta_unaware"
4,"alpha",3.2158963201,3.1856943,0.580643127359328,2.1745208175,4.4573661475,1.00072902198016,5425.42850001555,3034.41421584162,"log_trunc_global_eta_unaware"
4,"beta",0.71623105426,0.712514235,0.157189974655677,0.419643159,1.0395649,1.00104618119014,6613.88120244289,3073.53351927546,"log_trunc_global_eta_unaware"
4,"lambda",0.07865060078427,0.077769146,0.0292920882498871,0.0237825142,0.14033211375,0.999796415019411,5359.65844343631,2802.23990638668,"log_trunc_global_eta_unaware"
4,"delta",1.069745715245,1.038381,0.237277834348801,0.672856627,1.6419015925,1.00250024315794,4035.32178794062,2773.49811086582,"log_trunc_global_eta_unaware"
4,"eta",-0.237762194484497,-0.247330395,0.378833535377386,-0.9867823895,0.53877927625,0.999902025680785,6205.01821649548,2857.21685970566,"log_trunc_global_eta_unaware"
5,"alpha",0.456090965979185,0.425362985,0.312580078214432,0.0032735942025,1.1381179275,0.999670569366287,3890.8463570828,2268.26971930267,"log_trunc_global_eta_unaware"
5,"beta",0.250470585121322,0.24986461,0.123570430776782,0.00932521692,0.497711004,1.00057109175252,5184.7752953846,3603.83615756296,"log_trunc_global_eta_unaware"
5,"lambda",0.122501479482663,0.104031625,0.0869602614295858,0.0128761187,0.3327289445,0.999776685567499,5070.69275947807,2652.80032715505,"log_trunc_global_eta_unaware"
5,"delta",1.12983641497725,1.05229825,0.267648053452859,0.730506902,1.698332465,1.0012571051508,2151.04359488113,2242.68289462595,"log_trunc_global_eta_unaware"
5,"eta",-0.687855357837795,-0.67939969,0.467764374821531,-1.617010645,0.20720408525,1.00052040291525,3415.76920074136,2443.03809584917,"log_trunc_global_eta_unaware"
6,"alpha",2.2764866395375,2.24250095,0.560475148682822,1.31090704,3.4713066675,1.0013898024673,5827.42979719806,3551.67905403125,"log_trunc_global_eta_unaware"
6,"beta",0.7294214847625,0.72545657,0.161319805778106,0.433470454,1.058554505,1.00270167993087,7044.56573227139,2929.17005606631,"log_trunc_global_eta_unaware"
6,"lambda",0.116098473780212,0.114428975,0.0433144736288564,0.03563843085,0.20632013325,1.00487701441388,4365.74972589364,2217.69041291814,"log_trunc_global_eta_unaware"
6,"delta",1.09009434929,1.06133685,0.187860246952538,0.72831956625,1.5308961175,1.00056024848271,3582.28749799164,2435.20530405184,"log_trunc_global_eta_unaware"
6,"eta",0.0966557169546697,0.0778955895,0.366301397649663,-0.57264122725,0.852156863,1.00169437806636,4134.48468575139,3357.99780888957,"log_trunc_global_eta_unaware"
